run_name,num_hashes,bands,rows_per_band,top_k,num_candidates,candidate_ratio,signature_seconds,candidate_seconds,verification_seconds,total_seconds,verified_pairs,recall_at_k,signature_mae,signature_corr,speedup_vs_baseline
k100_b10_r10,100,10,10,10,115,1.8431619812420603e-05,0.1355144170083804,0.054220833000727,0.0062685829907422885,0.1960038329998497,115,0.006510416666666667,0.006224757914420159,0.8983290861653038,14.602725269168458
k100_b20_r5,100,20,5,10,467,7.484840393391671e-05,0.13622979100910015,0.09319083399896044,0.025068125003599562,0.25448875001166016,467,0.016332653985507248,0.006224757914420159,0.8983290861653038,11.246823778534964
k100_b50_r2,100,50,2,10,232322,0.037235398070097216,0.1427760840015253,0.32327979200636037,11.697054042000673,12.163109918008558,232322,0.584380661231884,0.006224757914420159,0.8983290861653038,0.2353172950252677
k200_b10_r20,200,10,20,10,113,1.8111069902639375e-05,0.27357204200234264,0.08274062500277068,0.00651508299051784,0.36282774999563117,113,0.006397192028985507,0.0047159417909150006,0.9386273218449176,7.8885645462212945
k200_b20_r10,200,20,10,10,116,1.8591894767311217e-05,0.2831997500034049,0.12297079201380257,0.006353000004310161,0.41252354202151764,116,0.006567028985507246,0.0047159417909150006,0.9386273218449176,6.938246750658135
k200_b40_r5,200,40,5,10,963,0.00015434478155966123,0.29089029200258665,0.17569683300098404,0.05977141699986532,0.526358542003436,963,0.02734375,0.0047159417909150006,0.9386273218449176,5.437719532595892
k200_b50_r4,200,50,4,10,4704,0.000753933387805448,0.2864503339951625,0.2112771249958314,0.25503312500950415,0.7527605840004981,4704,0.06852921195652174,0.0047159417909150006,0.9386273218449176,3.8022582290239653
